Reservation_id,Age,Adults,Children,Babies,Visted_Previously,Previous_Cancellations,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,stay_nights,Lead_Days,Revenue,Expected_checkin_year,Expected_checkin_month,Gender_M,Ethnicity_Asian American,Ethnicity_Latino,Ethnicity_caucasian,Educational_Level_Grad,Educational_Level_High-School,Educational_Level_Mid-School,Income_50K -- 100K,Income_<25K,Income_>100K,Country_region_North,Country_region_South,Country_region_West,Hotel_Type_City Hotel,Hotel_Type_Resort,Meal_Type_FB,Meal_Type_HB,Deposit_type_Non-Refundable,Deposit_type_Refundable,Booking_channel_Direct,Booking_channel_Online
69809901,47,2,3,0,1,0,1,1,1,15,132,4,280,528,2016,6,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
917598,34,1,1,0,0,0,1,1,1,10,211,1,251,211,2016,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
61864744,44,2,1,0,1,0,1,1,0,0,248,3,291,744,2016,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
19722658,63,3,2,0,0,0,1,1,1,20,156,1,290,156,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
87076344,70,3,1,0,0,0,1,1,0,0,132,2,230,264,2016,7,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
88940085,64,5,1,0,1,0,1,1,1,30,208,1,309,208,2016,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5897792,48,2,1,0,0,0,1,1,1,25,111,1,231,111,2016,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
14293709,67,3,1,1,1,0,0,1,1,15,180,2,168,360,2016,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
96537110,40,3,1,1,0,0,0,1,1,10,228,1,169,228,2016,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
32714317,55,1,1,0,1,0,1,1,1,20,214,1,0,214,2016,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
40727224,30,1,2,0,1,1,1,1,1,30,190,1,169,190,2016,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
68927928,67,2,2,1,0,0,0,1,0,0,128,1,2,128,2016,6,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
18335374,69,2,2,0,1,0,1,1,0,0,225,2,22,450,2016,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
91859480,36,1,2,1,1,0,1,1,1,10,209,1,3,209,2016,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31041018,68,3,2,2,0,0,1,1,0,0,250,1,74,250,2016,4,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1
883740,57,2,3,0,0,0,0,1,1,10,133,1,233,133,2016,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
74571717,37,4,3,1,1,0,1,1,1,5,204,4,123,816,2016,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
70541760,18,3,2,0,0,0,1,1,0,0,119,2,110,238,2016,4,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
22347250,57,2,1,1,0,0,1,1,0,0,115,1,228,115,2016,7,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
6008229,18,5,1,0,0,0,0,1,1,5,129,1,164,129,2016,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
26693411,55,2,1,0,0,0,1,1,1,5,101,3,223,303,2016,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
84827251,22,2,2,0,0,0,1,1,0,0,160,1,116,160,2016,5,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0
13745754,20,3,1,0,0,0,1,1,1,30,121,1,195,121,2016,6,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
34089230,35,2,3,0,0,0,1,1,1,25,100,1,284,100,2016,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
16659869,68,3,2,0,0,0,1,1,0,0,194,1,240,194,2016,7,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
98001029,29,2,2,0,0,0,0,1,1,5,209,2,1,418,2016,6,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
4221316,25,1,2,0,0,0,1,1,1,20,188,1,91,188,2016,5,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
35809610,30,2,2,0,1,0,0,1,1,5,215,2,90,430,2016,4,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
58778327,33,2,3,0,0,0,1,1,1,10,244,2,92,488,2016,4,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
84696408,56,2,2,0,1,0,1,1,0,0,159,1,89,159,2016,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19568262,39,4,2,0,0,0,1,1,1,5,151,1,89,151,2016,5,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
6126494,21,2,2,1,1,1,1,1,1,20,144,1,122,144,2016,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
25961721,19,2,1,0,1,0,1,1,1,15,111,1,226,111,2016,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
2062349,38,1,3,1,0,0,1,1,1,20,152,1,171,152,2016,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
33080599,52,3,1,0,1,1,0,1,1,10,109,1,104,109,2016,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
70377947,56,1,2,0,1,1,0,1,1,20,193,3,113,579,2016,5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
65135699,56,3,2,0,0,0,1,1,0,0,190,2,114,380,2016,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
91006611,43,2,2,0,1,0,1,1,1,5,217,1,104,217,2016,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
50605427,40,2,3,0,0,0,1,1,1,10,249,1,273,249,2016,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
74573577,49,2,1,0,1,1,0,1,1,30,103,3,0,309,2016,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
12359247,65,3,1,0,1,0,0,1,1,5,151,2,45,302,2016,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
5682870,33,1,2,0,0,0,1,1,1,10,131,2,3,262,2016,6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
49258190,39,4,1,0,1,0,1,1,1,15,200,1,25,200,2016,6,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
64858396,37,4,1,0,0,0,1,1,1,25,181,1,9,181,2016,6,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
15778166,38,2,3,1,0,0,1,1,1,5,165,1,166,165,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
52455179,25,3,2,0,0,0,0,1,1,40,165,2,89,330,2016,3,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
19870184,41,3,2,0,1,0,1,1,1,5,224,3,195,672,2016,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
47491552,40,3,2,0,0,0,1,1,0,0,248,1,246,248,2016,7,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
50969560,49,2,1,0,0,0,1,1,1,20,200,1,171,200,2016,6,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
83560915,25,2,1,1,0,0,1,1,1,10,211,1,173,211,2016,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14909482,52,3,3,0,0,0,0,1,1,10,182,1,173,182,2016,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
4626209,49,2,3,0,0,0,1,1,0,0,144,2,182,288,2016,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
44426757,44,1,1,0,0,0,0,1,1,20,172,2,238,344,2016,7,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
8092636,59,3,2,0,0,0,0,1,1,25,152,2,169,304,2016,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
18929467,22,3,2,0,0,0,0,1,1,25,170,1,289,170,2016,7,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
67111492,38,1,2,2,0,0,1,1,0,0,206,2,170,412,2016,6,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
69578734,27,2,1,0,0,0,1,1,1,5,149,1,243,149,2016,7,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
77878239,47,2,2,0,0,0,1,1,1,20,246,4,242,984,2016,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
63902933,39,2,2,0,0,0,1,1,1,10,101,1,173,101,2016,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
73000536,57,2,1,1,0,0,1,1,1,30,128,1,105,128,2016,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
59917615,48,3,1,0,1,0,1,1,0,0,221,3,238,663,2016,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
21339811,65,1,2,0,0,0,1,1,1,15,115,4,226,460,2016,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
87025518,62,1,1,1,0,0,0,1,0,0,126,2,235,252,2016,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16931811,32,2,3,0,0,0,0,1,1,10,106,1,236,106,2016,7,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
23624955,18,3,2,0,0,0,1,1,0,0,195,2,235,390,2016,7,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
13446215,42,3,2,0,1,0,1,1,1,5,167,1,313,167,2016,7,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
24310468,19,2,1,0,0,0,0,1,1,20,240,2,206,480,2016,6,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0
39482242,40,4,3,2,0,0,1,1,1,30,116,3,292,348,2016,7,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
96023520,20,1,2,0,1,1,1,1,1,10,146,1,113,146,2016,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
33022320,27,3,2,0,0,0,1,1,1,20,203,2,164,406,2016,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
56142937,40,3,1,0,1,1,1,1,1,5,164,1,185,164,2016,6,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
28169127,65,2,1,0,1,0,0,1,1,5,153,1,185,153,2016,6,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
41935790,30,3,1,0,0,0,0,1,1,5,242,2,166,484,2016,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
32655465,66,5,1,1,0,0,0,1,1,5,103,2,0,206,2016,6,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
97443252,51,2,2,0,0,0,1,1,0,0,225,2,76,450,2016,5,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
8652097,28,1,1,0,0,0,1,1,1,20,243,3,17,729,2016,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
84670614,69,1,2,0,1,1,1,1,0,0,181,2,157,362,2016,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
66412836,57,2,2,0,0,0,1,1,1,40,245,3,29,735,2016,6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
82674830,30,2,1,0,1,1,0,1,0,0,129,2,199,258,2016,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
40281572,38,2,1,0,0,0,0,1,1,5,148,2,162,296,2016,6,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
23878416,20,3,2,0,0,0,0,1,1,5,109,1,67,109,2016,5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
98371778,31,1,2,1,1,0,1,1,1,5,205,1,61,205,2016,5,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
61930866,19,5,1,0,1,0,0,1,1,30,223,1,8,223,2016,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
17677168,65,3,1,0,0,0,1,1,1,5,249,2,253,498,2015,10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
88203171,54,2,1,1,1,0,1,1,0,0,179,2,252,358,2016,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
94088896,69,3,1,0,1,0,1,1,0,0,225,3,175,675,2016,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
7103446,61,2,2,0,1,0,1,1,1,40,171,3,167,513,2016,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
30638581,52,1,3,0,0,0,1,1,1,25,132,1,219,132,2016,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
85547016,65,2,1,1,0,0,0,1,1,30,217,1,219,217,2016,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
7855939,27,3,2,0,0,0,1,1,1,5,157,1,0,157,2016,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
94436093,34,2,3,0,0,0,1,1,0,0,153,1,300,153,2016,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43978108,36,2,1,0,0,0,0,1,1,10,109,2,299,218,2015,9,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
24119681,35,1,1,0,1,0,0,1,1,25,223,2,302,446,2016,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
40131682,37,1,3,0,0,0,1,1,0,0,220,3,302,660,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
88614578,65,3,2,1,1,0,1,1,1,40,215,1,67,215,2016,5,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13911578,59,1,1,0,0,0,1,1,0,0,114,2,303,228,2016,7,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
16273132,25,5,2,0,0,0,1,1,1,40,189,2,239,378,2016,7,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
72077213,54,5,1,0,0,0,0,1,1,25,104,1,169,104,2016,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18846583,32,2,2,1,0,0,0,1,1,10,120,2,168,240,2016,3,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
98552917,66,3,1,0,0,0,1,1,1,20,177,2,71,354,2016,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
98208577,23,2,2,0,0,0,1,1,1,25,213,3,186,639,2016,6,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0
7972208,47,2,3,0,0,0,1,1,1,20,228,1,178,228,2016,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
24494575,30,1,2,1,0,0,1,1,1,20,155,1,272,155,2016,7,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
29493908,27,4,2,1,0,0,0,1,1,25,151,2,177,302,2016,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
36371376,29,3,1,0,0,0,0,1,1,15,198,4,166,792,2016,3,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
14470903,26,2,3,0,1,1,1,1,1,10,125,4,167,500,2016,5,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
68565992,69,2,2,0,0,0,0,1,1,30,151,1,171,151,2016,6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
93908798,60,2,3,0,1,0,1,1,1,20,205,1,263,205,2015,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
11875873,39,2,2,1,0,0,0,1,1,10,206,1,202,206,2016,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
25611635,56,2,2,1,1,1,1,1,1,20,202,3,245,606,2016,7,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
52490752,18,1,2,0,1,0,0,1,1,10,131,1,178,131,2016,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
68284109,64,3,1,0,0,0,1,1,0,0,140,1,235,140,2016,7,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
44837749,64,1,1,0,0,0,1,1,1,5,229,1,171,229,2016,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
19336958,18,3,1,0,0,0,0,1,1,5,163,1,137,163,2016,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
41834240,66,4,2,0,1,0,1,1,1,20,155,1,148,155,2016,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
47621500,39,2,1,0,0,0,1,1,1,5,239,1,137,239,2016,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
22251594,48,4,3,1,1,1,0,1,1,5,237,3,263,711,2016,6,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
5944646,43,3,2,0,0,0,1,1,1,20,209,1,137,209,2016,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
9440640,49,2,1,0,1,0,0,1,1,10,177,1,242,177,2016,7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
84656008,59,2,1,0,0,0,0,1,1,5,100,1,177,100,2016,6,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
95059085,52,2,1,0,1,1,1,1,0,0,225,2,263,450,2016,6,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
61240027,62,2,1,0,0,0,0,1,1,10,203,2,150,406,2016,6,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
34957101,55,5,2,0,1,0,0,1,1,10,228,4,165,912,2016,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7175876,42,1,1,0,1,1,0,1,1,15,227,2,263,454,2016,6,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
60106004,57,2,1,0,0,0,1,1,1,5,146,2,137,292,2016,5,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
45912613,64,3,2,0,1,1,1,1,1,5,123,1,138,123,2016,5,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
83045992,24,5,2,0,0,0,1,1,1,40,112,1,264,112,2016,6,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
59632281,32,2,3,0,1,0,1,1,1,5,103,1,166,103,2016,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
28161103,51,2,1,0,1,0,1,1,1,5,201,1,264,201,2016,6,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
45619663,57,2,1,1,0,0,0,1,1,10,156,1,313,156,2016,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
54813411,22,3,2,1,0,0,0,1,1,5,215,1,348,215,2016,7,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
20551163,51,3,3,0,0,0,0,1,1,20,210,1,207,210,2016,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
15053269,57,1,2,0,0,0,0,1,1,10,121,2,13,242,2016,6,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
84871169,29,2,1,2,0,0,1,1,1,5,182,2,16,364,2016,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
18746021,40,2,2,0,0,0,1,1,1,10,100,3,35,300,2016,6,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
55402876,47,2,1,0,0,0,1,1,1,5,245,2,254,490,2016,7,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
69676448,18,1,2,0,0,0,1,1,1,25,164,4,313,656,2016,7,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
11351969,57,5,1,0,0,0,1,1,0,0,207,1,316,207,2016,7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
86112295,20,2,1,1,0,0,1,1,1,40,145,2,164,290,2016,7,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
45933414,62,3,3,1,0,0,0,1,1,20,105,1,170,105,2016,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
94638204,23,2,2,0,0,0,0,1,1,10,165,3,163,495,2016,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
18785988,25,1,1,0,0,0,0,1,1,10,191,1,307,191,2016,5,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
73300920,35,3,1,1,0,0,0,1,1,40,215,1,165,215,2016,7,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
82038918,22,3,2,0,0,0,1,1,0,0,233,3,395,699,2016,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
97091797,36,1,2,0,0,0,1,1,1,30,150,2,164,300,2016,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
22319342,67,3,1,0,0,0,0,1,1,10,193,2,173,386,2016,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
95077580,20,3,2,0,0,0,1,1,1,20,155,2,259,310,2016,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4845237,30,2,1,0,0,0,1,1,1,5,143,1,197,143,2016,7,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
17920239,44,2,3,0,1,1,1,1,1,25,110,1,254,110,2016,7,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
80156986,21,5,1,0,0,0,1,1,1,20,193,3,195,579,2016,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
52194294,23,2,1,2,0,0,1,1,1,30,127,2,209,254,2016,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
16996073,57,5,1,0,0,0,1,1,0,0,188,3,269,564,2016,7,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
8289881,38,4,2,1,1,0,1,1,0,0,200,1,171,200,2016,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2651872,59,2,2,0,1,1,1,1,1,30,158,2,270,316,2016,7,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
36422132,24,2,2,0,0,0,1,1,0,0,175,1,271,175,2016,7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
54315009,19,2,3,1,0,0,1,1,1,5,239,1,272,239,2016,7,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
11506687,24,2,1,0,1,0,1,1,1,40,225,3,280,675,2016,7,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
38228358,44,5,2,2,1,0,1,1,1,25,177,1,15,177,2016,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
640232,37,5,2,0,1,0,1,1,1,5,122,1,8,122,2016,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
33117031,53,2,3,0,0,0,1,1,0,0,161,3,177,483,2016,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
711741,41,2,2,0,0,0,0,1,1,5,141,1,316,141,2016,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2914348,45,1,1,0,0,0,0,1,1,30,242,3,31,726,2016,6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
12996951,31,1,2,0,0,0,1,1,1,10,219,3,176,657,2016,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
49473989,28,3,2,0,0,0,1,1,1,10,162,3,289,486,2016,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
92180345,30,4,1,2,1,1,0,1,0,0,155,3,5,465,2016,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11544042,31,1,3,0,1,1,1,1,1,20,248,2,22,496,2016,6,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
77262252,47,3,1,0,1,0,1,1,1,15,237,3,120,711,2016,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
66517694,37,4,1,0,0,0,0,1,1,25,238,4,11,952,2016,6,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
52133526,58,2,2,0,0,0,0,1,0,0,188,1,239,188,2016,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
6249616,41,3,2,2,1,1,1,1,0,0,166,1,323,166,2015,11,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
53476215,58,2,2,0,0,0,1,1,1,5,214,3,175,642,2016,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
82649064,69,3,1,0,0,0,0,1,1,10,175,4,177,700,2016,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
31697383,43,2,2,0,1,1,0,1,1,5,225,2,257,450,2016,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
